Model,Augmentations_used,Trial,mse_Dipole_moment,mae_Dipole_moment,r2_Dipole_moment,mse_Isotropic_polarizability,mae_Isotropic_polarizability,r2_Isotropic_polarizability,mse_Highest_occupied_molecular_orbital_energy,mae_Highest_occupied_molecular_orbital_energy,r2_Highest_occupied_molecular_orbital_energy,mse_Lowest_unoccupied_molecular_orbital_energy,mae_Lowest_unoccupied_molecular_orbital_energy,r2_Lowest_unoccupied_molecular_orbital_energy,mse_Gap_between_previous_2,mae_Gap_between_previous_2,r2_Gap_between_previous_2,mse_Electronic_spatial_extent,mae_Electronic_spatial_extent,r2_Electronic_spatial_extent,mse_Zero_point_vibrational_energy,mae_Zero_point_vibrational_energy,r2_Zero_point_vibrational_energy,mse_Internal_energy_at_0K,mae_Internal_energy_at_0K,r2_Internal_energy_at_0K,mse_Internal_energy_at_298.15K,mae_Internal_energy_at_298.15K,r2_Internal_energy_at_298.15K,mse_Enthalpy_at_298.15K,mae_Enthalpy_at_298.15K,r2_Enthalpy_at_298.15K,mse_Free_energy_at_298.15K,mae_Free_energy_at_298.15K,r2_Free_energy_at_298.15K,mse_Heat_capacity_at_298.15K,mae_Heat_capacity_at_298.15K,r2_Heat_capacity_at_298.15K,mse_Atomization_energy_at_0K,mae_Atomization_energy_at_0K,r2_Atomization_energy_at_0K,mse_Atomization_energy_at_298.15K,mae_Atomization_energy_at_298.15K,r2_Atomization_energy_at_298.15K,mse_Atomization_enthalpy_at_298.15K,mae_Atomization_enthalpy_at_298.15K,r2_Atomization_enthalpy_at_298.15K,mse_Atomization_free_energy_at_298.15K,mae_Atomization_free_energy_at_298.15K,r2_Atomization_free_energy_at_298.15K,mse_Rotational_constant_A,mae_Rotational_constant_A,r2_Rotational_constant_A,mse_Rotational_constant_B,mae_Rotational_constant_B,r2_Rotational_constant_B,mse_Rotational_constant_C,mae_Rotational_constant_C,r2_Rotational_constant_C
GCL_VicReg,13,10,1.6738875,1.0607244,-4.4825377,149.09532,9.964807,-5.6492896,0.51373947,0.53811777,-20.137041,1.2241297,0.92927426,-1.1631975,1.3428843,0.9779736,-2.1454015,108351.54,280.37726,-16.178032,0.56361663,0.59402454,-0.10035297,3118774.5,1407.2479,-7.241848,3118835.0,1407.2582,-7.2425175,3118660.8,1407.2257,-7.2413697,3118977.2,1407.2869,-7.2425714,25.876621,3.9173288,-3.9730172,144.1491,9.567568,-1.464769,146.13126,9.633836,-1.4500514,147.90887,9.691552,-1.4438149,123.17148,8.845321,-1.4968574,10.805023,1.759445,-171.63307,3.590264,0.61531657,-350.17734,3.2508585,0.45285726,-568.31537
GCL_VicReg,1345,1,1.6722445,1.0508481,-5.2581186,147.52888,9.906055,-5.489588,0.5260369,0.5413265,-63.10314,1.2581726,0.9222344,-1.4976044,1.3248967,0.9411285,-2.211118,107408.05,276.25192,-11.05107,0.5841432,0.6001574,-0.14065892,3075660.2,1396.008,-7.710353,3075339.8,1395.9446,-7.695386,3075391.5,1395.9547,-7.6986504,3075562.8,1395.9879,-7.695812,26.403522,3.8781059,-2.9769826,144.97522,9.552895,-1.4768387,146.99458,9.620328,-1.4649966,148.79497,9.678142,-1.4582994,123.73478,8.828326,-1.5051179,10.891665,1.7709506,-241.27888,3.5893695,0.61667544,-829.95166,3.240797,0.4509293,-1907.7559
GCL_VicReg,1345,2,1.8186953,1.1190747,-9.384747,156.838,10.105759,-7.613132,0.5214962,0.53730166,-83.63619,1.7147648,1.0845789,-6.6778984,1.7436186,1.0987536,-7.764852,111372.46,280.8847,-13.045458,0.9210916,0.7749321,-2.9623032,3143297.2,1415.0831,-7.1935143,3143225.0,1415.0688,-7.1927657,3143115.2,1415.0474,-7.2053103,3143321.0,1415.0887,-7.2072453,28.435827,4.1408114,-8.093991,181.5058,10.834378,-4.341023,184.30785,10.917966,-4.324438,186.67601,10.988667,-4.3254304,154.13269,9.9792185,-4.286047,10.991217,1.7861227,-173.24577,3.6412985,0.6209982,-201.78825,3.2712858,0.4563248,-282.12714
GCL_VicReg,1345,3,1.8202641,1.096231,-5.0143,156.7283,10.180228,-6.4964285,0.48909715,0.5236531,-17.223654,1.6234537,1.0631198,-3.2037945,1.757148,1.1184164,-4.6512375,113812.46,283.19382,-12.355173,0.8589698,0.73806053,-1.9398035,3064193.2,1396.046,-5.835232,3064089.8,1396.0281,-5.8360972,3063813.0,1396.0132,-5.8504033,3063876.0,1396.0482,-5.8588605,29.007633,4.0987954,-7.010055,178.00494,10.547408,-3.2119079,180.72287,10.627727,-3.1915624,183.03595,10.69576,-3.189394,151.40523,9.721645,-3.1793656,10.903818,1.7771593,-230.98457,3.6056507,0.6195601,-1552.0953,3.250155,0.45097795,-1083.1703
GCL_VicReg,1345,4,1.7931439,1.0954611,-5.6953535,150.31187,9.975678,-5.966225,0.54829234,0.54954433,-47.117195,1.587374,1.0462471,-3.6301198,1.6781144,1.0831816,-3.6346846,110309.164,279.5754,-15.000859,0.75871575,0.69603765,-0.9816365,3087713.8,1401.1588,-6.4239736,3087605.0,1401.1385,-6.424639,3087293.0,1401.1028,-6.438876,3087109.0,1401.1017,-6.458697,27.685028,4.0322022,-5.433757,160.56888,10.083479,-2.082459,162.95076,10.15816,-2.0716891,165.02568,10.222442,-2.0680387,136.48737,9.296626,-2.0680726,10.872367,1.7701826,-139.16165,3.6194296,0.6164016,-480.1568,3.2629545,0.45058298,-1037.1886
GCL_VicReg,1345,5,1.8192794,1.115404,-4.883098,153.83719,9.95868,-6.151284,0.52836597,0.5348986,-142.13661,1.611471,1.0527242,-3.113656,1.6066753,1.0437908,-3.4999938,112406.97,282.36084,-34.02948,0.77988714,0.7027794,-1.4351115,3107668.5,1409.392,-6.4629717,3107562.0,1409.3721,-6.463243,3107487.2,1409.36,-6.464935,3107777.8,1409.4144,-6.4640923,29.35237,4.157603,-10.857074,166.30537,10.227578,-2.890913,168.72955,10.302616,-2.87144,170.87846,10.367844,-2.867263,141.44542,9.430807,-2.8688607,10.863909,1.7711829,-211.31548,3.6086254,0.6195116,-569.52515,3.2570643,0.45139036,-1525.0458
GCL_VicReg,1345,6,1.7702237,1.1004131,-8.068053,150.67137,10.026769,-7.4840784,0.53062683,0.539333,-308.79465,1.7043527,1.0903258,-5.774715,1.6762792,1.0840563,-6.1371017,111461.125,281.9168,-38.884964,0.8726855,0.75443405,-2.116446,3115610.8,1412.3618,-7.713622,3115504.8,1412.3407,-7.71358,3116165.0,1412.4841,-7.7051954,3115894.8,1412.4199,-7.71207,28.468285,4.1303167,-13.356501,169.92657,10.451502,-3.230237,172.48846,10.531169,-3.2177503,174.73787,10.599555,-3.216206,144.05296,9.621513,-3.1866379,10.891879,1.771434,-285.8545,3.6299844,0.6342782,-138.94792,3.2590947,0.46619296,-267.69806
GCL_VicReg,1345,7,1.8491478,1.083805,-3.890482,150.60124,10.078816,-5.5938487,0.48873794,0.53093624,-10.93329,1.5434552,1.0192369,-1.1444135,1.790687,1.1051732,-1.7702308,110520.35,282.53885,-48.37734,0.8220618,0.69985133,-0.39250916,3103456.2,1406.8242,-11.034264,3102931.5,1406.7341,-11.095186,3103466.0,1406.8224,-11.020862,3103405.8,1406.8219,-11.062247,28.83772,4.1731806,-2.4840243,163.55902,10.174779,-1.3066038,165.97786,10.2493,-1.2994131,168.10654,10.314149,-1.2977052,138.76004,9.380702,-1.3375334,10.9827385,1.8382934,-17.410446,3.5773866,0.6304297,-106.36407,3.240477,0.4600391,-411.48022
GCL_VicReg,1345,8,1.7316383,1.0747367,-5.2495236,149.23264,9.920856,-5.0426936,0.52239525,0.5350227,-40.492805,1.527033,1.0274316,-1.768507,1.6799344,1.0802783,-2.3815088,110081.47,280.02527,-20.996008,0.764835,0.69065106,-0.739068,3069283.8,1404.8949,-6.7891726,3069419.8,1404.9403,-6.79308,3069380.8,1404.9293,-6.7923756,3069640.5,1404.984,-6.79374,27.540257,4.044309,-4.9240956,161.99913,10.060971,-2.0312643,164.38295,10.13489,-2.020107,166.47974,10.198664,-2.0149395,137.66818,9.276021,-2.039206,10.96393,1.7717206,-198.7119,3.6193182,0.6219144,-525.635,3.25792,0.45678404,-1484.5586
GCL_VicReg,1345,9,1.7346537,1.0712495,-5.731861,148.29877,9.839006,-4.4047637,0.52694815,0.53372824,-91.39495,2.1038756,1.1686487,-1.0386908,2.1796734,1.2085267,-1.3652976,107990.31,275.05093,-9.765982,0.92715174,0.756528,-0.5380847,3042008.0,1401.9193,-5.8061504,3041906.0,1401.899,-5.8060813,3041590.5,1401.8383,-5.8112516,3041985.2,1401.9153,-5.8090644,27.317326,4.054633,-3.6077297,175.8002,10.35022,-1.5738946,178.6622,10.4324875,-1.5618081,180.99162,10.499633,-1.5572224,148.92775,9.531066,-1.5899942,10.935326,1.7603931,-342.36334,3.5919802,0.6220418,-129.95277,3.2639747,0.46395203,-133.50789
GCL_VicReg,1345,10,1.7094373,1.0743505,-6.33417,147.10649,9.993369,-5.4429564,0.5095899,0.533504,-20.011175,1.4447576,0.99946386,-4.3190627,1.6024017,1.0583211,-8.353804,106910.75,278.13068,-13.616256,0.7614567,0.7001144,-1.868436,3153582.2,1407.0356,-7.2076216,3153519.2,1407.0253,-7.2070003,3153859.0,1407.1208,-7.202596,3153767.2,1407.075,-7.207488,25.948448,3.9738743,-5.5372295,165.56516,10.310292,-3.5318542,168.07986,10.388103,-3.5228891,170.24884,10.454366,-3.5215359,141.02347,9.516361,-3.50925,11.148693,1.8242894,-101.791664,3.646998,0.62875766,-450.0797,3.2781608,0.45836535,-832.8861
GCL_VicReg,1240,1,1.7196926,1.0625522,-5.2049794,147.56305,9.87051,-4.88928,0.5090714,0.5319017,-17.328594,1.4321966,1.0064574,-2.5522616,1.5678265,1.0454428,-4.5920486,109599.61,281.49106,-23.74169,0.75006115,0.6931453,-0.9392724,3102527.5,1408.397,-6.391524,3102436.8,1408.3804,-6.391523,3102538.2,1408.3975,-6.389216,3102935.0,1408.4698,-6.385815,27.005747,4.034627,-4.9954805,158.9042,10.121615,-2.1240377,161.23428,10.196852,-2.1125946,163.2853,10.261636,-2.1085498,135.14304,9.326782,-2.1151645,10.829978,1.7594521,-223.51202,3.628282,0.6274832,-474.046,3.2624202,0.45761663,-1066.064
GCL_VicReg,1240,2,1.8219401,1.0963751,-9.893682,153.82239,10.171601,-8.675359,0.5088801,0.5337706,-24.39204,1.4947939,1.0150225,-3.952574,1.5893927,1.04435,-6.09183,107552.78,280.36923,-21.732634,0.7808392,0.7138965,-1.4896028,3147445.2,1413.7393,-10.910962,3146906.0,1413.6652,-10.905094,3147208.2,1413.7034,-10.9087715,3147226.8,1413.7216,-10.907057,26.293268,3.9630556,-5.004421,166.48409,10.493544,-3.5388997,168.96297,10.572061,-3.5228283,171.09697,10.638398,-3.5132065,141.77765,9.682865,-3.5694704,10.99144,1.7776091,-194.6104,3.6390617,0.6312747,-267.02295,3.261358,0.46268082,-528.09326
GCL_VicReg,1240,3,1.7020786,1.0562161,-5.040865,153.3055,9.9898615,-5.550178,0.53134537,0.54552597,-27.265417,1.3345654,0.95920134,-1.5312756,1.4647881,0.9998143,-1.6388166,109883.414,278.36432,-8.756792,0.664533,0.63048166,-0.29666558,3055671.5,1406.056,-7.4358125,3055554.0,1406.0336,-7.4364796,3054915.2,1405.9196,-7.454117,3054753.8,1405.8942,-7.4655232,26.679514,3.9849195,-2.8553274,155.53316,9.749037,-1.6791145,157.74068,9.818419,-1.6698201,159.69473,9.878698,-1.6593956,132.66663,9.004063,-1.7141789,10.847934,1.7477542,-75.609886,3.5061116,0.63439566,-66.18795,3.1862917,0.46467778,-159.98254
GCL_VicReg,1240,4,1.7017841,1.0661335,-6.0611563,149.66862,9.992963,-4.850391,0.5033174,0.5351771,-13.887486,1.351061,0.95282215,-2.5269854,1.4826306,1.0081629,-4.4297853,109407.56,281.03387,-16.393755,0.71022224,0.6774581,-0.8463758,3054798.2,1397.8646,-6.5112734,3055266.8,1397.9707,-6.4994845,3054889.0,1397.8865,-6.5073686,3055472.8,1398.0134,-6.5005183,26.552935,3.9534204,-3.8835313,159.38277,10.100823,-2.4446518,161.67868,10.175455,-2.4302106,163.72014,10.239483,-2.4240086,135.75793,9.319637,-2.4642084,10.8909,1.7751467,-164.98375,3.6242433,0.6367349,-80.64276,3.2654793,0.46238038,-221.07855
GCL_VicReg,1240,5,1.6847831,1.0426397,-4.167681,154.76312,10.01422,-3.5032265,0.51114833,0.5470083,-6.2802467,1.18242,0.9119711,-1.0420232,1.4403156,1.0106518,-2.1259487,111684.26,283.0599,-10.068987,0.666553,0.6563084,-0.024088323,3140601.2,1414.267,-5.3149443,3141380.8,1414.423,-5.297792,3140792.2,1414.3059,-5.309341,3141113.0,1414.3684,-5.308048,26.220016,3.9306185,-3.414531,156.35686,9.987501,-0.8910676,158.57303,10.059479,-0.88278437,160.58728,10.122935,-0.87806374,133.48137,9.225265,-0.9009576,11.000132,1.8107151,-58.229107,3.6111636,0.66721684,-35.64787,3.241461,0.49376005,-76.432205
GCL_VicReg,1240,6,1.712091,1.0643592,-3.818843,151.18475,9.984016,-5.5400596,0.52115214,0.53601885,-35.46922,1.4335471,0.9977613,-6.086422,1.4824691,0.9942746,-4.921533,108694.61,281.10043,-15.5498,0.6344668,0.63658404,-0.5090849,3084417.0,1420.853,-5.8715634,3085560.2,1421.0835,-5.851701,3085361.0,1421.0431,-5.8548465,3085089.5,1420.9882,-5.8633227,24.276066,3.8129716,-2.2228985,147.5546,9.78784,-1.7202258,149.68942,9.858576,-1.7142875,151.53287,9.9183,-1.7082785,125.79575,9.038996,-1.7178713,10.731546,1.7361081,-64.40703,3.5885212,0.61766297,-474.53436,3.2491019,0.4506389,-759.8694
GCL_VicReg,1240,7,1.7998087,1.097035,-9.069717,157.39163,10.285811,-9.61183,0.5060069,0.5339651,-17.212042,1.5289919,1.0441961,-5.684826,1.654995,1.07458,-10.09458,113285.69,283.8328,-21.160112,0.88279283,0.76713336,-3.6201074,3108154.8,1409.0878,-8.757273,3108096.5,1409.0884,-8.725888,3108090.8,1409.0841,-8.732889,3108302.8,1409.1204,-8.745622,29.504665,4.2158623,-10.913182,176.52043,10.725023,-5.2673583,179.15198,10.805551,-5.2473383,181.46799,10.875116,-5.2458725,150.02077,9.886386,-5.192859,10.89399,1.7700558,-354.0844,3.643215,0.62784064,-123.72195,3.282067,0.46537337,-168.86276
GCL_VicReg,1240,8,1.762814,1.0883557,-6.2932386,150.3351,10.024862,-6.0837283,0.48934168,0.5341903,-10.413236,1.4335872,0.9865525,-2.6778064,1.5825053,1.0412719,-5.6198955,108288.37,280.6739,-24.30802,0.7662585,0.70774853,-1.3717861,3113077.8,1407.1705,-8.647662,3113530.2,1407.2169,-8.645427,3113166.0,1407.1743,-8.64671,3113736.5,1407.2587,-8.646371,25.777086,3.9770012,-4.3248396,161.72238,10.3693495,-2.790107,164.12648,10.446672,-2.7789683,166.19438,10.512389,-2.7703147,137.62099,9.562229,-2.781831,10.90083,1.7711585,-198.41174,3.5777488,0.6239182,-392.69275,3.237836,0.45513263,-724.4463
GCL_VicReg,1240,9,1.7673914,1.0905974,-5.6281395,148.95473,9.8857155,-5.488089,0.500615,0.5253002,-26.722836,1.3568809,0.96618915,-2.3717506,1.43173,0.9973541,-3.1441395,107851.484,275.4371,-13.392702,0.6727027,0.6371267,-0.50025785,3104642.5,1396.3157,-6.5787225,3104329.5,1396.313,-6.589615,3104484.0,1396.3027,-6.5819707,3104687.8,1396.3488,-6.583918,26.589188,3.917989,-4.0798616,156.00261,9.812824,-1.9090139,158.2535,9.884718,-1.8968464,160.22543,9.9454975,-1.8906559,132.93315,9.057107,-1.9268897,10.961738,1.7731116,-239.64243,3.640334,0.6188705,-298.10672,3.2738452,0.45419526,-511.1387
GCL_VicReg,1240,10,1.7158808,1.072295,-10.406984,152.60922,9.959134,-4.5011854,0.5313284,0.5480985,-26.720182,1.4511954,1.0008947,-5.8810034,1.539604,1.0193509,-8.032879,108522.16,278.66907,-10.011805,0.75011265,0.7034251,-1.245681,3055072.0,1403.4,-7.695368,3054973.8,1403.38,-7.696088,3054913.0,1403.3666,-7.70033,3055179.2,1403.4205,-7.698177,26.330437,3.9130187,-2.726682,163.6175,10.245006,-2.723256,166.03793,10.3229265,-2.722986,168.13425,10.388224,-2.7165508,139.24419,9.445288,-2.712253,11.052623,1.7757704,-255.71931,3.6258023,0.62916267,-142.84541,3.2570755,0.4619948,-329.70523
GCL_VicReg,234,1,1.7297261,1.0794387,-6.622066,145.84932,9.86526,-5.5744934,0.52823913,0.5360676,-537.0568,1.5229602,1.0383947,-4.873286,1.5214431,1.0336711,-4.9377403,108624.16,278.0118,-16.86168,0.6717391,0.65096647,-0.9608255,3121723.8,1400.129,-6.7401657,3121396.8,1400.12,-6.751217,3121475.2,1400.1177,-6.7474856,3121628.2,1400.166,-6.7521653,26.295433,3.9894736,-4.63532,148.16095,9.763481,-2.17378,150.32079,9.835198,-2.1635742,152.21397,9.896806,-2.1596673,126.05743,9.002508,-2.15929,10.874477,1.769847,-173.14929,3.569522,0.6258401,-219.69672,3.234224,0.45769817,-439.11343
GCL_VicReg,234,2,1.8572757,1.1075139,-4.578049,148.44513,9.89332,-4.5899067,0.51108974,0.5313142,-22.610622,1.6132786,1.0509849,-0.92968076,1.8543807,1.1158416,-1.3161781,110268.33,278.1096,-6.9159265,0.7723134,0.68823254,-0.36575815,3271291.0,1433.6888,-8.315161,3271291.0,1433.6869,-8.314197,3269656.0,1433.4006,-8.323062,3270617.8,1433.5746,-8.320322,26.514711,3.9672306,-2.6442773,158.71635,9.961006,-1.6539388,160.98323,10.033884,-1.6465247,163.08173,10.098036,-1.6381325,134.8323,9.182478,-1.6889822,10.9407835,1.8334793,-30.94464,3.603961,0.622313,-1152.5735,3.2470288,0.4535016,-2501.3804
GCL_VicReg,234,3,1.6747093,1.0494478,-3.8903759,148.00465,9.895669,-5.751229,0.5095874,0.53275126,-33.614914,1.151792,0.89606756,-1.0059578,1.3828818,0.98964995,-2.1865597,111391.37,281.97476,-34.215942,0.6185159,0.6203059,-0.2895214,2955220.5,1392.6526,-6.7738814,2955132.5,1392.6344,-6.773538,2955209.2,1392.6586,-6.774548,2955402.5,1392.6931,-6.774734,28.088055,4.0744877,-6.830206,149.73288,9.646983,-1.6298957,151.78877,9.713909,-1.6138409,153.67075,9.772799,-1.6083158,127.71125,8.91321,-1.6541626,10.937464,1.7703581,-246.3612,3.6256049,0.62351465,-1112.6299,3.2721705,0.4561356,-1572.1692
GCL_VicReg,234,4,1.6520964,1.0531642,-4.768881,150.37198,9.938239,-5.953698,0.5019098,0.53001136,-32.17728,1.3207293,0.95955,-1.5076047,1.5013746,1.0187743,-2.7155912,109804.84,280.45416,-16.73276,0.6063294,0.61559033,-0.31801376,3132035.2,1411.7322,-8.999523,3132049.2,1411.7373,-9.00167,3131982.2,1411.7223,-8.99992,3132275.0,1411.7828,-9.002531,26.46909,3.9614732,-4.1130605,147.38724,9.659774,-1.699292,149.4351,9.728077,-1.686029,151.27145,9.787396,-1.6794062,125.824615,8.922661,-1.7254037,10.903689,1.7839758,-93.11319,3.6478198,0.63031274,-127.700485,3.28826,0.46336398,-228.22006
GCL_VicReg,234,5,1.7214038,1.078571,-6.745096,149.61795,9.929551,-6.6331463,0.5330454,0.5379314,-151.16231,1.5734441,1.0567323,-5.702942,1.5874298,1.0551078,-6.170663,111306.21,283.03458,-32.526615,0.77905524,0.7080324,-1.9085838,3071593.0,1399.0663,-7.8011303,3071485.8,1399.0337,-7.8060174,3071545.8,1399.0729,-7.792965,3071740.8,1399.0977,-7.80053,27.95408,4.156281,-9.517047,160.2525,10.089035,-2.9717557,162.62537,10.163714,-2.9607434,164.71135,10.228435,-2.9548602,136.1126,9.295692,-2.928848,10.889475,1.7637142,-140.70743,3.6180632,0.6281694,-342.00446,3.2683291,0.45963562,-431.9293
GCL_VicReg,234,6,1.793433,1.0713263,-3.2838483,144.20937,9.87158,-4.2379007,0.49999157,0.53238934,-15.755988,1.2940565,0.94802415,-1.4041533,1.5108235,1.025217,-1.9986981,105563.14,272.76535,-13.260121,0.72958773,0.664596,0.045091443,3025367.8,1395.7675,-9.349635,3025585.2,1395.8452,-9.304206,3025552.0,1395.8351,-9.308971,3025703.2,1395.8558,-9.322395,26.539959,3.980315,-2.721308,153.47002,9.744645,-0.598877,155.76653,9.816301,-0.5896975,157.72418,9.877235,-0.5878494,130.52951,8.990913,-0.6042198,10.829809,1.7824932,-34.371502,3.5167084,0.6250536,-54.806206,3.1967142,0.45721558,-147.55603
GCL_VicReg,234,7,1.730102,1.082806,-6.360716,145.85953,9.852164,-4.8643756,0.52299786,0.5333083,-95.510796,1.5044286,1.0233407,-4.2187967,1.5408286,1.0227607,-4.379973,108975.46,280.53732,-30.552809,0.7359891,0.6926972,-1.280918,3021029.5,1394.193,-5.612548,3021326.0,1394.2706,-5.6021976,3021263.2,1394.2551,-5.6038313,3021343.0,1394.2643,-5.608437,27.873632,4.099517,-7.1381354,155.45717,9.922792,-2.3209162,157.72308,9.995709,-2.3080685,159.73509,10.059163,-2.3052459,132.05536,9.141401,-2.2849078,10.904293,1.7652258,-172.33002,3.6006346,0.6219996,-2948.9734,3.2553413,0.45456278,-2049.6726
GCL_VicReg,234,8,1.6813387,1.0612714,-5.6863422,148.15599,9.831138,-5.10395,0.5301984,0.5358159,-303.91727,1.4591558,1.0058402,-4.296,1.4894089,1.0126886,-4.101136,110244.43,279.95786,-20.3994,0.71531546,0.67652106,-0.8688255,3040393.2,1402.8286,-6.380073,3040293.2,1402.8085,-6.380415,3040567.5,1402.8607,-6.367322,3040673.0,1402.8834,-6.373965,27.550169,4.0740194,-5.087629,155.80489,9.85711,-1.9524776,158.0687,9.929281,-1.9411335,160.06706,9.992254,-1.9373169,132.54349,9.083908,-1.9356346,10.890647,1.775292,-130.70412,3.5960405,0.6246166,-509.1768,3.255257,0.45491126,-1475.9302
GCL_VicReg,234,9,1.7483388,1.0925874,-7.6770053,153.50407,9.994797,-5.7368255,0.56107724,0.55578154,-30.84979,1.811563,1.1092083,-3.363454,1.6799929,1.0574982,-4.7002974,112485.48,282.58524,-20.887789,0.8131303,0.72938067,-1.9309831,3038315.0,1400.8322,-6.367923,3038009.5,1400.7561,-6.3673344,3038157.5,1400.7963,-6.3675895,3038364.0,1400.8347,-6.3680897,29.829165,4.2307644,-7.6991706,167.89857,10.349185,-3.2606492,170.3913,10.42709,-3.2482693,172.57155,10.493882,-3.2462404,142.6385,9.532332,-3.2133267,10.90693,1.7732027,-357.49716,3.5982773,0.61826825,-425.5275,3.2568083,0.4524236,-677.6612
GCL_VicReg,234,10,1.6794269,1.0343944,-4.2352858,149.44368,9.9353485,-5.2691946,0.52171385,0.53334486,-30.58858,1.2504336,0.93638027,-1.4426041,1.3320603,0.97376794,-2.0274706,108696.61,277.6977,-14.470569,0.59457016,0.5944426,-0.11608664,3071752.2,1401.9108,-6.3069515,3071234.5,1401.8754,-6.3246784,3071530.8,1401.8881,-6.3123717,3071706.8,1401.9312,-6.315182,26.771574,3.8827894,-4.4624853,148.76132,9.575538,-1.4009625,150.83678,9.642805,-1.389306,152.68298,9.700159,-1.3823106,126.99324,8.852527,-1.4282845,10.954519,1.7584064,-216.9428,3.6004963,0.62108225,-239.67572,3.248782,0.45449218,-974.67554
GCL_VicReg,2340,1,1.7053779,1.0533267,-3.3894434,143.86595,9.782647,-3.6264935,0.5118598,0.5310654,-40.718204,1.2575607,0.9343988,-1.6613445,1.3767034,0.9800643,-2.5170095,106961.91,274.08633,-16.039108,0.5859142,0.6049427,-0.06002995,3056421.2,1404.2483,-6.3344326,3054834.2,1404.0034,-6.3782306,3055818.0,1404.1533,-6.3491044,3055411.2,1404.1016,-6.368982,26.883842,3.966261,-5.5819507,141.5891,9.501566,-1.0150341,143.55794,9.56855,-1.0049453,145.33235,9.626619,-1.0008836,120.65234,8.772281,-1.0198443,10.893272,1.7682897,-214.61673,3.6032557,0.6153718,-387.1016,3.259107,0.44813892,-1557.6561
GCL_VicReg,2340,2,1.6885451,1.0555482,-5.160304,146.15396,9.844443,-4.1130924,0.5281109,0.5328643,-66.41495,1.3704842,0.9708352,-2.407142,1.4287231,1.0105048,-3.3156652,108983.39,279.4851,-14.614878,0.6627843,0.63469523,-0.339805,3079894.0,1398.3347,-5.33088,3080277.2,1398.3875,-5.315957,3080347.0,1398.3977,-5.3137765,3079852.5,1398.3351,-5.337103,26.760864,4.014962,-4.4187307,149.52126,9.580052,-1.2532836,151.67145,9.648409,-1.2451885,153.56937,9.708335,-1.2422657,127.2683,8.837664,-1.2491848,10.831498,1.7642819,-127.58253,3.606337,0.6181859,-808.3588,3.2538774,0.45178166,-1271.3092
GCL_VicReg,2340,3,1.7073239,1.0749838,-5.4051156,149.37973,9.897102,-4.8285036,0.52539307,0.53397083,-44.86528,1.5143045,1.0217991,-3.8378668,1.5711864,1.0307721,-4.062957,108715.055,277.731,-18.510025,0.80134064,0.7085738,-0.8584966,3024668.5,1399.0927,-6.460065,3024764.8,1399.1407,-6.4518685,3024707.0,1399.12,-6.454471,3025002.0,1399.1888,-6.4521966,28.166147,4.087456,-4.519979,165.80582,10.060855,-1.8458408,168.24597,10.135024,-1.8395712,170.42172,10.200163,-1.8335139,140.88966,9.271374,-1.8395214,10.988979,1.775252,-142.88708,3.5871582,0.61683214,-692.47015,3.247767,0.44921494,-1505.6315
GCL_VicReg,2340,4,1.7886152,1.1031363,-7.597094,153.56784,9.991605,-6.629089,0.534923,0.5376706,-104.50083,1.655806,1.07122,-3.9410098,1.6989502,1.074977,-3.4366102,113880.86,282.03436,-12.713255,0.82635117,0.71807194,-1.4342567,3067881.2,1405.0149,-8.064895,3067466.0,1404.9163,-8.043621,3067643.8,1404.9604,-8.05514,3067899.0,1405.0117,-8.057448,29.607912,4.190534,-6.7800493,167.63217,10.170144,-2.9086928,170.1401,10.246609,-2.893883,172.34004,10.312271,-2.8889003,142.34029,9.373134,-2.8921678,10.917719,1.7691442,-379.79343,3.5975876,0.6195639,-1566.456,3.2533007,0.45235384,-2849.3179
GCL_VicReg,2340,5,1.7528195,1.0905023,-8.819809,147.0771,9.897266,-5.334516,0.5222066,0.5328977,-79.60806,1.4503909,1.0003246,-3.478922,1.5264804,1.0198116,-4.1619782,106770.74,275.61707,-12.131863,0.63285464,0.63816285,-0.6151624,3128156.0,1409.8081,-7.717027,3127960.0,1409.7305,-7.7298126,3128091.5,1409.8033,-7.713954,3128198.5,1409.7788,-7.7301493,25.677406,3.879601,-3.5936604,148.72993,9.767167,-2.134481,150.87157,9.838119,-2.1238625,152.74252,9.898274,-2.117137,126.74422,9.017499,-2.1492379,10.955543,1.7763171,-357.95172,3.6011684,0.61663187,-956.75134,3.2537553,0.45185062,-1121.7603
GCL_VicReg,2340,6,1.6762003,1.0582669,-6.335442,147.23615,9.927399,-5.159113,0.5301683,0.53929675,-69.548164,1.2844481,0.9427139,-2.533535,1.3725674,0.9722366,-3.5581908,105522.44,275.34668,-11.795501,0.60874754,0.61648846,-0.41565874,3070324.8,1403.116,-7.8620934,3070217.0,1403.0969,-7.8635926,3069837.0,1403.0472,-7.892516,3070418.5,1403.1371,-7.8663106,25.225397,3.8818269,-3.3556805,147.27354,9.691436,-1.7909079,149.3762,9.761144,-1.7850144,151.20998,9.820493,-1.7784177,125.66141,8.951951,-1.8080394,10.943427,1.7654046,-596.2909,3.5763118,0.615114,-627.9506,3.2379513,0.44880188,-1181.9875
